edx-783,edx,inter-american development bank,gestión de riesgos en proyectos de desarrollo,https://www.edx.org/learn/risk-management/inter-american-development-bank-gestion-de-riesgos-en-proyectos-de-desarrollo?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=16&results_level=second-level-results&term=&objectid=course-5b49fa46-87c5-46ad-afeb-12771588ca2e&campaign=gesti%c3%b3n+de+riesgos+en+proyectos+de+desarrollo&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,aprende a gestionar anticipadamente los eventos positivos y negativos que pueden afectar la ejecución de un proyecto de desarrollo.,4.8,5,17,-->intermediate,10 weeks,risk management - project management - project management institute (pmi) methodology - international standards,none,free 
edx-784,edx,university of washington,building a cybersecurity toolkit,https://www.edx.org/learn/cybersecurity/university-of-washington-building-a-cybersecurity-toolkit?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=17&results_level=second-level-results&term=&objectid=course-d2868c46-5a91-4766-a2a4-891bcc5af93b&campaign=building+a+cybersecurity+toolkit&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,develop a set of skills and characteristics that expand beyond technical proficiency to become a successful cybersecurity professional.,5.0,5,8,-->introductory,6 weeks,cyber security - agile methodology - microsoft outlook,none,free 
edx-785,edx,university of alaska fairbanks,introduction to social work,https://www.edx.org/learn/social-work/university-of-alaska-fairbanks-introduction-to-social-work?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=18&results_level=second-level-results&term=&objectid=course-d33ddfa0-42d5-4e46-83a8-61a19c130c05&campaign=introduction+to+social+work&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this course is an introduction to the profession of social work and the human services delivery system. it examines the historical development of social work focusing on the knowledge values and skills that characterize the social worker. this course will orient the learner to the context for social work and focus on the foundational frameworks of the profession.,none,none,none,-->introductory,6 weeks,decision making - research - human services - clinical social work - child welfare - substance abuse - communications - mental health - social work - social justice,none,free 
edx-786,edx,the university of maryland college park,project delivery methods and contracts in construction management,https://www.edx.org/learn/construction/the-university-of-maryland-college-park-project-delivery-methods-and-contracts-in-construction-management?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=19&results_level=second-level-results&term=&objectid=course-bc1b41be-16e3-4b3c-8194-be0596255f74&campaign=project+delivery+methods+and+contracts+in+construction+management&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to deliver across the lifecycle from first concept to occupancy including the role of the construction management professional during the design process and review of the different project delivery methods.,4.3,5,12,-->intermediate,4 weeks,project risk management - investigation - construction - project cycle management - construction management,none,free 
edx-787,edx,the linux foundation,introduction to hyperledger self-sovereign identity blockchain solutions,https://www.edx.org/learn/blockchain/the-linux-foundation-introduction-to-hyperledger-self-sovereign-identity-blockchain-solutions?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=20&results_level=second-level-results&term=&objectid=course-b30852f8-410a-4078-9f72-a6891f7270bf&campaign=introduction+to+hyperledger+self-sovereign+identity+blockchain+solutions&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how hyperledger aries indy anoncreds and ursa add a necessary layer of trust to the internet creating and using independent digital identities rooted on blockchains or other distributed ledgers.,none,none,none,-->introductory,7 weeks,blockchain - ledgers (accounting) - distributed ledgers - hyperledger,none,free 
edx-788,edx,university of adelaide,mathtrackx: polynomials functions and graphs,https://www.edx.org/learn/math/university-of-adelaide-mathtrackx-polynomials-functions-and-graphs?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=21&results_level=second-level-results&term=&objectid=course-834a2b41-9713-4ec2-a65a-236fa5b4cf50&campaign=mathtrackx%3a+polynomials%2c+functions+and+graphs&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,develop an understanding of polynomials functions and graphs and how these build the foundation for more complex mathematical concepts.,none,none,none,-->introductory,4 weeks,algebra - basic math,none,free 
edx-789,edx,israelx,critical thinking: fundamentals of good reasoning,https://www.edx.org/learn/critical-thinking-skills/israelx-critical-thinking-fundamentals-of-good-reasoning?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=22&results_level=second-level-results&term=&objectid=course-c0f5f0dc-172a-47d1-a8da-e2540cc53bdc&campaign=critical+thinking%3a+fundamentals+of+good+reasoning&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the fundamentals of good reasoning including how to recognize formulate evaluate and construct arguments.,none,none,none,-->introductory,13 weeks,decision making - critical thinking,none,free 
edx-790,edx,universidad autónoma de madrid,la protección del menor,https://www.edx.org/learn/childrens-rights/universidad-autonoma-de-madrid-la-proteccion-del-menor?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=23&results_level=second-level-results&term=&objectid=course-6e52e551-33a0-4d40-b466-eaca6043fc41&campaign=la+protecci%c3%b3n+del+menor&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,aproximación a la protección jurídica del menor tomando como eje central la convención internacional de los derechos del niño de 1989.,none,none,none,-->introductory,5 weeks,spanish language - exploitation - child protection,none,free 
edx-791,edx,ibm,nosql database basics,https://www.edx.org/learn/nosql/ibm-nosql-database-basics?index=product&queryid=fc70f8a54efe8a4ee4d4c73b799865ea&position=24&results_level=second-level-results&term=&objectid=course-1c2ced38-fcbf-4c67-92eb-38f09b81476f&campaign=nosql+database+basics&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this course introduces you to the fundamentals of nosql including the four key non-relational database categories. by the end of the course you will have hands-on skills for working with mongodb cassandra and ibm cloudant nosql databases.,none,none,none,-->introductory,5 weeks,big data - data as a service (daas) - database management - database as a service (dbaas) - agile methodology - mongodb - scalability - relational databases - database permissions - management - cloudant - apache cassandra - nosql,none,free 
edx-792,edx,berklee college of music,building your career in music: developing a brand and funding,https://www.edx.org/learn/music-business/berklee-college-of-music-building-your-career-in-music-developing-a-brand-and-funding?index=product&queryid=533f534f362284e557dd9fdce7d7fbb1&position=1&results_level=second-level-results&term=&objectid=course-f9cb03af-7f13-4ee2-8359-a17d29b754f9&campaign=building+your+career+in+music%3a+developing+a+brand+and+funding&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,explore how to launch your musical career from developing your artistic identity to recording your first record.,none,none,none,introductory,1 weeks,music production - enzyme-linked immunosorbent (elisa) assay - planning,none,free 
edx-793,edx,logyca,gestión de compras eficientes para tu empresa,https://www.edx.org/learn/supply-chain-management/logyca-gestion-de-compras-eficientes-para-tu-empresa?index=product&queryid=533f534f362284e557dd9fdce7d7fbb1&position=2&results_level=second-level-results&term=&objectid=course-bf547c77-67f5-45ec-9952-9bfb76f26ef0&campaign=gesti%c3%b3n+de+compras+eficientes+para+tu+empresa&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,en este curso encontrarás las herramientas necesarias para realizar una correcta planeación de la demanda y los conocimientos que requieres para realizar pronósticos abastecimiento estratégico gestión y evaluación de proveedores.,none,none,none,-->introductory,5 weeks,purchasing - planning - sales - forecasting - merchandising - management - strategic sourcing - demand planning - purchasing management - business administration,none,free 
edx-794,edx,imperial college london,a-level further mathematics for year 13 - course 1: differential equations furthe…,https://www.edx.org/learn/differential-equations/imperial-college-london-a-level-further-mathematics-for-year-13-course-1-differential-equations-further-integration-curve-sketching-complex-numbers-the-vector-product-and-further-matrices?index=product&queryid=533f534f362284e557dd9fdce7d7fbb1&position=3&results_level=second-level-results&term=&objectid=course-ca4d451e-2e01-42f4-a49e-d3e891ceb22e&campaign=a-level+further+mathematics+for+year+13+-+course+1%3a+differential+equations%2c+further+integration%2c+curve+sketching%2c+complex+numbers%2c+the+vector+product+and+further+matrices&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,develop your thinking skills fluency and confidence in a-level further maths and prepare for undergraduate stem degrees.,none,none,none,-->intermediate,7 weeks,integration - problem solving - basic math - numerical analysis - differential equations - sketching - language construct,none,free 
edx-795,edx,wageningen university & research,plant based diets: food for a sustainable future,https://www.edx.org/learn/nutrition/wageningen-university-research-plant-based-diets-food-for-a-sustainable-future?index=product&queryid=533f534f362284e557dd9fdce7d7fbb1&position=4&results_level=second-level-results&term=&objectid=course-a9289ca5-60e9-45d8-b1b7-b53e1a2e71a9&campaign=plant+based+diets%3a+food+for+a+sustainable+future&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,when you hear of the enormous global challenges we face don’t you wish you could actually do something about it? well you can! grab an apple as we explore the science behind plant based diets and discover the impact you can have by simply ‘going (more) plant based’.,none,none,none,-->intermediate,7 weeks,chronic diseases - infectious diseases,none,free 
